months,revenue,rent,salaries,marketing,subscriptions,utilities,other,total_expenses,net_profit,archetype
2025-10-14,1003402.46,88325.5,354323.45,132974.96,74111.93,36937.49,51558.12,738231.45,265171.01,Profit Making
2025-10-21,1022786.7,90286.27,361196.64,135436.75,75179.9,37621.32,52672.79,752393.67,270393.03,Profit Making
2025-10-28,1004347.06,88876.72,354568.72,132884.81,73679.93,36912.45,51808.77,738731.4,265615.66,Profit Making
2025-11-04,1076101.19,94734.95,379808.11,142531.1,79450.15,39591.97,55288.23,791404.51,284696.68,Profit Making
2025-11-11,1117677.69,98255.97,394555.34,148079.37,82472.7,41133.16,57376.36,821872.9,295804.79,Profit Making
2025-11-18,1121529.41,99236.63,395898.91,148333.2,82066.4,41203.67,57857.52,824596.33,296933.08,Profit Making
2025-11-25,1089032.07,96483.31,384241.63,143950.79,79718.45,39986.33,56216.65,800597.16,288434.91,Profit Making
2025-12-02,942494.56,82965.72,332467.59,124754.29,69524.46,34653.97,48413.22,692779.25,249715.31,Profit Making
2025-12-09,975938.78,85862.66,344318.99,129188.79,71890.73,35885.78,50120.67,717267.62,258671.16,Profit Making
2025-12-16,973103.38,85999.86,343266.4,128649.2,71296.09,35735.89,50141.84,715089.28,258014.1,Profit Making
2025-12-23,962190.39,84843.78,339293.54,127246.91,70761.09,35346.37,49484.7,706976.39,255214.0,Profit Making
2025-12-30,991973.28,87098.19,349810.41,131307.9,73213.15,36474.42,50859.21,728763.28,263210.0,Profit Making
2026-01-06,939300.49,82838.16,331273.18,124190.33,68850.15,34497.31,48326.35,689975.48,249325.01,Profit Making
2026-01-13,916265.49,81174.3,323026.75,120980.26,66887.8,33605.63,47291.12,672965.86,243299.63,Profit Making
2026-01-20,906788.43,79924.44,319557.45,119850.2,66682.76,33291.72,46610.67,665917.24,240871.19,Profit Making
2026-01-27,939656.03,82468.05,331174.64,124312.97,69322.77,34531.38,48153.15,689962.96,249693.07,Profit Making
2026-02-03,954062.65,84086.48,336267.2,126074.78,69947.63,35020.77,49051.84,700448.7,253613.95,Profit Making
2026-02-10,936393.91,82655.5,329922.14,123664.52,68604.11,34351.25,48188.34,687385.86,249008.05,Profit Making
2026-02-17,946376.05,83126.48,333385.91,125112.06,69724.02,34753.35,48519.81,694621.63,251754.42,Profit Making
2026-02-24,975776.42,85782.6,343798.0,128962.15,71670.98,35822.82,50069.66,716106.21,259670.21,Profit Making
2026-03-03,848021.61,75002.85,298727.67,111890.87,61856.34,31080.8,43708.19,622266.72,225754.89,Profit Making
2026-03-10,824740.11,72806.41,290382.82,108839.4,60406.97,30233.17,42434.25,605103.02,219637.09,Profit Making
2026-03-17,842370.25,73863.31,296572.6,111333.98,62136.4,30926.11,43123.86,617956.26,224413.99,Profit Making
2026-03-24,867285.18,76178.36,305400.32,114571.27,63707.81,31825.35,44466.37,636149.48,231135.7,Profit Making
2026-03-31,854047.87,75359.04,300670.32,112674.27,62421.89,31298.41,43933.12,626357.05,227690.82,Profit Making
2026-04-07,958436.96,84308.59,337309.11,126513.87,70369.48,35142.74,49178.97,702822.76,255614.2,Profit Making
2026-04-14,982687.74,86210.11,345870.78,129787.29,72261.41,36052.03,50328.85,720510.47,262177.27,Profit Making
2026-04-21,985660.74,86917.88,346914.64,129999.07,71971.9,36110.85,50680.24,722594.58,263066.16,Profit Making
2026-04-28,952240.77,84124.97,334999.23,125501.26,69499.96,34861.46,49014.85,698001.73,254239.04,Profit Making
2026-05-05,950657.66,83413.68,334354.32,125477.12,69972.68,34854.76,48676.44,696749.0,253908.66,Profit Making
2026-05-12,983349.37,86110.07,345922.98,129847.55,72377.15,36068.76,50287.18,720613.69,262735.68,Profit Making
2026-05-19,981124.31,86399.96,345127.99,129357.9,71681.39,35932.75,50387.88,718887.87,262236.44,Profit Making
2026-05-26,953964.59,84040.75,335440.68,125733.93,69758.28,34926.09,48995.11,698894.84,255069.75,Profit Making
2026-06-02,962002.78,84354.88,338232.73,126918.63,70693.9,35255.18,49235.08,704690.4,257312.38,Profit Making
2026-06-09,977564.79,85911.11,343740.44,128889.45,71527.92,35802.63,50123.47,715995.02,261569.77,Profit Making
2026-06-16,951490.18,83992.79,334469.55,125286.82,69312.45,34801.89,48941.4,696804.9,254685.28,Profit Making
2026-06-23,930697.67,81788.11,327024.38,122653.82,68253.05,34070.5,47697.7,681487.56,249210.11,Profit Making
2026-06-30,956899.29,83643.47,336263.53,126259.54,70489.42,35072.09,48852.29,700580.34,256318.95,Profit Making
2026-07-07,913858.74,80224.75,321184.45,120444.46,66855.39,33456.8,46814.25,668980.1,244878.64,Profit Making
2026-07-14,887902.59,78258.69,311957.99,116881.9,64714.72,32467.2,45612.48,649892.98,238009.61,Profit Making
2026-07-21,877777.68,77044.12,308307.88,115642.5,64335.8,32122.92,44943.68,642396.9,235380.78,Profit Making
2026-07-28,897070.51,78615.95,315113.99,118217.74,65757.96,32838.26,45885.27,656429.17,240641.34,Profit Making
2026-08-04,889799.06,78362.14,312526.11,117099.94,64825.36,32527.76,45680.6,651021.91,238777.15,Profit Making
2026-08-11,863002.12,75939.51,302977.23,113566.45,63038.19,31546.24,44264.51,631332.13,231669.99,Profit Making
2026-08-18,875080.43,76479.87,307188.33,115330.44,64393.02,32036.23,44655.21,640083.1,234997.33,Profit Making
2026-08-25,903456.81,79046.59,317223.15,119032.15,66231.71,33064.49,46153.39,660751.48,242705.33,Profit Making
2026-09-01,947404.94,83410.44,332598.22,124609.54,68946.89,34613.76,48622.51,692801.36,254603.58,Profit Making
2026-09-08,923438.83,81182.48,324044.67,121469.4,67420.32,33741.5,47327.83,675186.2,248252.63,Profit Making
2026-09-15,939795.37,82243.94,329771.48,123742.62,68919.9,34372.95,48003.4,687054.29,252741.08,Profit Making
2026-09-22,953354.36,83681.32,334548.29,125422.26,69571.23,34839.52,48811.66,696874.28,256480.08,Profit Making
2026-09-29,930996.67,81932.2,326585.93,122373.63,67806.56,33992.68,47750.06,680441.06,250555.61,Profit Making
2026-10-06,1096309.99,95927.74,384466.1,144275.71,80433.69,40076.59,55977.97,801157.8,295152.19,Profit Making
2026-10-13,1139419.85,99437.99,399661.43,150035.7,83661.1,41676.58,58078.05,832550.85,306869.0,Profit Making
2026-10-20,1148957.07,100893.89,403017.14,151044.51,83652.84,41956.81,58842.77,839407.96,309549.11,Profit Making
2026-10-27,1116469.52,98264.4,391449.77,146653.23,81199.69,40737.01,57260.62,815564.72,300904.8,Profit Making
2026-11-03,1197159.08,104789.4,419640.3,157433.17,87657.57,43731.44,61139.18,874391.06,322768.02,Profit Making
2026-11-10,1233595.22,107924.16,432463.69,162230.6,90214.37,45064.06,62986.93,900883.81,332711.41,Profit Making
2026-11-17,1226429.61,107767.22,429876.58,161086.55,89232.59,44746.26,62822.56,895531.76,330897.85,Profit Making
2026-11-24,1209137.86,105968.66,423648.99,158878.93,88358.91,44133.04,61799.5,882788.03,326349.83,Profit Making
2026-12-01,1069524.0,93240.36,374746.67,140699.33,78529.01,39083.15,54454.0,780752.52,288771.48,Profit Making
2026-12-08,1088190.47,92622.49,371239.84,152252.15,84665.63,39163.6,54264.28,794207.99,293982.48,Profit Making
2026-12-15,1100171.77,94163.04,375905.34,153541.09,85053.09,39207.97,54174.35,802044.89,298126.88,Profit Making
2026-12-22,1110702.35,95132.15,379497.04,155067.44,86025.68,39755.11,55114.44,810591.85,300110.5,Profit Making
