months,revenue,rent,salaries,marketing,subscriptions,utilities,other,total_expenses,net_profit,archetype
2026-08-25,229573.8,46879.74,158737.91,23531.25,23567.81,17648.44,23461.66,293826.81,-64253.01,In Loss
2026-09-01,241495.94,49757.76,167407.18,24778.24,24677.79,18583.68,24861.71,310066.36,-68570.42,In Loss
2026-09-08,230705.5,47631.46,160416.93,23756.21,23734.15,17817.16,23801.34,297157.25,-66451.75,In Loss
2026-09-15,227674.11,46966.38,158894.95,23554.9,23614.52,17666.18,23496.78,294193.71,-66519.6,In Loss
2026-09-22,229181.64,47563.52,160441.99,23762.87,23726.1,17822.15,23780.57,297097.2,-67915.56,In Loss
2026-09-29,221958.46,46330.56,155820.34,23066.38,23005.72,17299.79,23144.09,288666.88,-66708.42,In Loss
2026-10-06,252488.79,52607.92,177901.16,26374.18,26466.48,19780.63,26313.42,329443.79,-76955.0,In Loss
2026-10-13,255713.19,53330.58,180854.77,26822.38,26921.47,20116.79,26698.64,334744.63,-79031.44,In Loss
2026-10-20,258191.27,54334.71,183125.91,27114.16,27029.9,20335.62,27161.82,339102.12,-80910.85,In Loss
2026-10-27,248401.59,52564.91,176680.87,26149.9,26061.86,19612.43,26254.82,327324.79,-78923.2,In Loss
2026-11-03,257270.45,54359.0,183672.89,27222.57,27283.16,20416.92,27184.85,340139.39,-82868.94,In Loss
2026-11-10,259816.95,55059.71,186156.71,27588.42,27614.82,20691.31,27543.49,344654.46,-84837.51,In Loss
2026-11-17,257067.89,54884.23,184721.94,27346.32,27266.89,20509.74,27423.94,342153.06,-85085.17,In Loss
2026-11-24,246884.79,52770.52,178005.68,26372.97,26400.7,19779.72,26378.62,329708.21,-82823.42,In Loss
2026-12-01,210759.67,44990.2,152568.74,22630.01,22735.02,16972.51,22521.48,282417.96,-71658.29,In Loss
2026-12-08,210424.45,46260.77,162603.94,13587.18,22113.0,16589.7,22111.69,283266.28,-72841.83,In Loss
2026-12-15,209305.64,46529.47,162894.41,13556.32,21977.68,16431.66,21840.01,283229.55,-73923.9,In Loss
2026-12-22,206779.01,46402.0,162329.68,13514.49,21942.28,16446.06,21932.41,282566.91,-75787.9,In Loss
