months,revenue,rent,salaries,marketing,subscriptions,utilities,other,total_expenses,net_profit,archetype
1979-03-01,66439.53,1236.3,117913.33,1813.38,38.94,394.09,1796.35,123192.39,-56752.86,source
1979-04-01,66582.66,1399.39,116477.53,2330.91,48.5,352.37,1375.42,121984.12,-55401.46,source
1979-05-01,76785.32,1378.9,107142.0,1961.71,76.06,245.24,1404.74,112208.65,-35423.33,source
1979-06-01,66418.13,1439.91,97488.35,1891.71,86.63,269.54,1448.46,102624.6,-36206.47,source
1979-07-01,63470.54,2223.84,133621.07,1912.95,55.34,384.25,1443.14,139640.59,-76170.05,source
1979-08-01,64338.99,2206.24,102580.16,1398.45,35.48,251.94,873.85,107346.12,-43007.13,source
1979-09-01,91588.3,2100.37,101296.31,1091.81,37.19,264.16,610.05,105399.89,-13811.59,source
1979-10-01,81587.23,1920.91,93166.49,2009.3,33.67,230.42,672.91,98033.7,-16446.47,source
1979-11-01,80496.51,2165.09,130594.41,1854.47,17.47,182.73,527.89,135342.06,-54845.55,source
1979-12-01,70957.1,2265.29,146404.01,2480.09,15.42,242.85,409.81,151817.47,-80860.37,source
1980-01-01,89131.31,2212.22,151402.9,2812.22,19.74,286.29,509.89,157243.26,-68111.95,source
1980-02-01,96409.0,2319.32,169988.61,2536.62,16.4,283.89,545.06,175689.9,-79280.9,source
1980-03-01,93969.97,2037.23,364022.63,3669.63,17.44,196.11,473.29,370416.33,-276446.36,source
1980-04-01,129422.25,3308.75,587916.58,3945.78,12.92,266.47,513.17,595963.67,-466541.42,source
1980-05-01,159291.99,2720.54,530364.95,3917.51,9.57,307.89,775.1,538095.56,-378803.57,source
1980-06-01,152744.44,2061.39,523446.48,3093.88,13.82,390.81,734.72,529741.1,-376996.66,source
1980-07-01,153108.78,2371.51,471278.26,3631.49,10.6,370.93,614.02,478276.81,-325168.03,source
1980-08-01,169257.69,2316.68,562488.43,2692.63,14.15,351.45,374.35,568237.69,-398980.0,source
1980-09-01,216240.68,1838.91,567282.73,2745.9,12.02,343.35,349.73,572572.64,-356331.96,source
1980-10-01,251056.72,1948.46,716904.16,3240.22,19.2,251.98,299.17,722663.19,-471606.47,source
1980-11-01,284614.57,2751.46,767263.57,2909.32,14.3,175.06,252.31,773366.02,-488751.45,source
1980-12-01,266446.22,2784.83,662575.79,2068.16,13.6,106.42,209.17,667757.97,-401311.75,source
1981-01-01,270348.24,2603.38,491693.17,2579.32,10.52,90.81,221.32,497198.52,-226850.28,source
1981-02-01,262287.01,2274.52,423721.56,2188.84,17.21,82.94,166.15,428451.22,-166164.21,source
1981-03-01,271763.54,2860.61,492557.07,3011.29,19.96,93.93,139.94,498682.8,-226919.26,source
1981-04-01,274246.25,3519.62,335098.47,2264.26,24.79,100.06,109.03,341116.23,-66869.98,source
1981-05-01,335887.24,5057.9,546617.92,2455.16,29.35,111.27,128.81,554400.41,-218513.17,source
1981-06-01,296848.43,4903.93,395011.68,2855.3,26.0,120.85,181.61,403099.37,-106250.94,source
1981-07-01,417303.74,6874.09,494343.03,2126.13,39.14,122.17,178.48,503683.04,-86379.3,source
1981-08-01,387993.23,6639.8,480934.97,3240.79,41.15,121.85,171.48,491150.04,-103156.81,source
1981-09-01,433704.49,5555.27,378636.83,3562.15,38.88,82.27,213.54,388088.94,45615.55,source
1981-10-01,360472.64,3787.57,370584.84,3143.16,32.63,94.12,212.54,377854.86,-17382.22,source
1981-11-01,317210.44,3226.88,331653.62,3607.13,25.72,79.96,238.57,338831.88,-21621.44,source
1981-12-01,381038.74,4747.34,339235.45,7104.24,57.56,86.94,319.27,351550.8,29487.94,source
1982-01-01,435655.09,5039.84,481347.32,9530.58,61.31,78.95,306.35,496364.35,-60709.26,source
1982-02-01,361249.62,4888.18,492918.05,7296.47,53.21,89.14,345.3,505590.35,-144340.73,source
1982-03-01,510480.01,5369.88,450615.17,7168.05,48.21,102.36,469.61,463773.28,46706.73,source
1982-04-01,690416.07,10895.39,469722.19,8189.59,50.71,87.21,348.22,489293.31,201122.76,source
1982-05-01,848318.17,7983.47,379985.7,10031.37,46.47,83.08,478.46,398608.55,449709.62,source
1982-06-01,1363507.02,5238.04,289932.5,7155.24,58.73,97.5,497.27,302979.28,1060527.74,source
1982-07-01,1130505.03,5007.92,315842.23,4963.29,43.29,93.51,668.29,326618.53,803886.5,source
1982-08-01,1029959.99,4751.97,322286.49,5285.93,34.23,104.39,528.28,332991.29,696968.7,source
1982-09-01,1160009.77,4491.37,330254.38,4246.17,26.76,103.43,377.03,339499.14,820510.63,source
1982-10-01,1232670.69,4607.99,342183.18,4974.14,15.44,110.7,357.48,352248.93,880421.76,source
1982-11-01,1506587.1,5510.71,348728.11,5101.62,12.64,153.17,366.28,359872.53,1146714.57,source
1982-12-01,1677246.25,4338.59,256222.96,3529.65,10.65,183.51,322.51,264607.87,1412638.38,source
1983-01-01,1548293.37,4804.49,383181.02,3718.48,9.48,139.64,406.36,392259.47,1156033.9,source
1983-02-01,1578000.38,3733.17,365193.49,4662.88,16.35,115.96,390.65,374112.5,1203887.88,source
1983-03-01,1664213.79,5927.74,309404.17,4717.88,18.71,112.49,249.4,320430.39,1343783.4,source
1983-04-01,1641514.13,6077.42,253599.81,3962.5,26.34,134.08,267.83,264067.98,1377446.15,source
1983-05-01,1685287.18,6325.85,323299.82,3618.24,40.92,172.26,221.82,333678.91,1351608.27,source
1983-06-01,1720557.69,10326.28,343956.72,4037.47,40.59,197.16,215.32,358773.54,1361784.15,source
1983-07-01,1910598.74,13229.46,337668.28,4537.92,38.27,229.22,284.05,355987.2,1554611.54,source
1983-08-01,1618362.05,19482.27,255148.91,2932.78,55.29,242.89,247.76,278109.9,1340252.15,source
1983-09-01,1608681.7,20265.15,292569.15,5159.04,91.57,189.99,231.57,318506.47,1290175.23,source
1983-10-01,1698854.23,23010.74,361969.28,4732.43,69.56,194.26,255.04,390231.31,1308622.92,source
1983-11-01,1806557.13,17748.28,361264.19,5479.17,83.27,207.43,227.59,385009.93,1421547.2,source
1983-12-01,1670874.46,16259.38,350113.55,4941.73,78.62,180.67,192.7,371766.65,1299107.81,source
1984-01-01,1462829.57,13795.55,407857.41,4095.42,77.22,173.85,234.76,426234.21,1036595.36,source
1984-02-01,1585923.45,9911.97,404941.26,2174.94,70.59,217.61,211.73,417528.1,1168395.35,source
1984-03-01,1645199.69,12803.52,558470.38,3764.82,49.61,204.5,252.94,575545.77,1069653.92,source
1984-04-01,1539666.42,10239.4,751696.38,6149.02,69.24,303.1,177.33,768634.47,771031.95,source
1984-05-01,1367437.28,12158.32,509577.86,4161.99,67.21,201.58,153.06,526320.02,841117.26,source
1984-06-01,1604451.12,10008.7,481280.22,3111.61,26.62,145.79,154.8,494727.74,1109723.38,source
1984-07-01,2368626.21,10252.04,327453.27,3978.01,38.38,94.61,143.08,341959.39,2026666.82,source
1984-08-01,2023466.12,8095.32,268011.05,4595.11,39.85,69.13,135.37,280945.83,1742520.29,source
1984-09-01,1770773.29,10091.41,280142.35,5322.87,40.46,51.23,133.31,295781.63,1474991.66,source
1984-10-01,1849395.01,6905.91,189156.9,5098.08,40.21,66.17,165.29,201432.56,1647962.45,source
1984-11-01,2082912.85,6477.63,200696.15,4972.42,32.38,73.57,139.75,212391.9,1870520.95,source
1984-12-01,2402671.62,6068.96,258639.14,5139.64,36.75,63.56,149.29,270097.34,2132574.28,source
1985-01-01,2505689.59,5139.25,212690.92,6607.56,23.21,62.7,161.56,224685.2,2281004.39,source
1985-02-01,2049207.41,5213.57,203387.95,4719.4,22.48,71.04,234.25,213648.69,1835558.72,source
1985-03-01,1990482.96,3650.68,218456.07,8296.98,25.36,55.9,269.29,230754.28,1759728.68,source
1985-04-01,2353954.15,3208.97,299122.8,8720.16,35.65,51.9,361.77,311501.25,2042452.9,source
1985-05-01,2819630.81,2992.7,209457.45,8438.6,26.79,39.7,228.6,221183.84,2598446.97,source
1985-06-01,3056273.77,2611.3,278812.46,12595.21,16.35,45.99,237.8,294319.11,2761954.66,source
1985-07-01,2888330.14,4196.73,375838.41,19672.05,20.06,49.17,243.62,400020.04,2488310.1,source
1985-08-01,2919365.82,4023.44,399030.76,10685.12,17.43,41.92,222.22,414020.89,2505344.93,source
1985-09-01,3571419.49,4802.43,403508.77,6474.05,12.09,48.01,249.66,415095.01,3156324.48,source
1985-10-01,3321158.07,5329.54,359303.47,7973.53,7.58,37.94,263.43,372915.49,2948242.58,source
1985-11-01,3513035.65,7816.93,435712.01,10601.84,10.41,37.81,325.99,454504.99,3058530.66,source
1985-12-01,4514710.61,8863.4,428865.87,9713.23,10.49,46.36,365.66,447865.01,4066845.6,source
1986-01-01,5016030.51,7703.75,353446.42,9606.86,9.64,52.36,348.91,371167.94,4644862.57,source
1986-02-01,6598288.72,6826.29,408561.03,10673.92,12.46,51.74,449.33,426574.77,6171713.95,source
1986-03-01,8204897.1,6255.51,428857.42,9962.98,14.16,42.65,512.84,445645.56,7759251.54,source
1986-04-01,8003314.7,6640.5,413186.65,15685.11,23.95,47.68,659.01,436242.9,7567071.8,source
1986-05-01,9459183.13,5742.44,362559.75,11549.55,25.81,65.36,826.68,380769.59,9078413.54,source
1986-06-01,13312724.68,7713.96,392964.79,12266.07,41.96,60.35,930.21,413977.34,12898747.34,source
1986-07-01,13727846.99,6921.11,354093.74,13803.86,27.77,67.43,766.68,375680.59,13352166.4,source
1986-08-01,13205284.41,6226.16,291443.02,9627.53,19.87,67.58,534.92,307919.08,12897365.33,source
1986-09-01,16547657.86,5345.43,266783.49,7970.21,13.82,67.88,500.24,280681.07,16266976.79,source
1986-10-01,14126437.5,5831.19,291531.06,8349.85,19.93,50.62,472.83,306255.48,13820182.02,source
1986-11-01,19449828.0,6114.13,289101.43,8995.27,19.0,44.79,599.02,304873.64,19144954.36,source
1986-12-01,21085391.56,5316.07,287616.19,8237.22,15.0,49.04,639.74,301873.26,20783518.3,source
1987-01-01,17401755.32,5433.91,262241.57,5832.61,17.49,54.05,627.63,274207.26,17127548.06,source
1987-02-01,18089042.76,5219.97,217485.64,5821.67,13.15,44.42,576.94,229161.79,17859880.97,source
1987-03-01,21566564.25,5702.56,405029.64,5630.63,14.67,90.31,664.42,417132.23,21149432.02,source
1987-04-01,20273369.64,5266.32,611435.45,4333.54,22.97,80.41,951.57,622090.26,19651279.38,source
1987-05-01,17182829.05,4720.69,571667.56,3591.23,28.59,92.17,774.44,580874.68,16601954.37,source
1987-06-01,12975545.59,5919.98,709924.03,3882.38,17.88,108.09,1053.31,720905.67,12254639.92,source
1987-07-01,13839493.87,4727.9,710724.56,4961.74,19.12,114.39,1012.62,721560.33,13117933.54,source
1987-08-01,14776348.75,4621.96,921632.49,6417.91,15.83,89.53,1099.2,933876.92,13842471.83,source
1987-09-01,18357996.48,5243.38,870923.67,8182.22,14.93,81.4,1172.94,885618.54,17472377.94,source
1987-10-01,16557233.67,7188.8,1274892.65,6832.3,18.27,66.0,1079.57,1290077.59,15267156.08,source
1987-11-01,15524875.6,9411.9,1377690.61,4018.51,19.63,74.21,1231.5,1392446.36,14132429.24,source
1987-12-01,19426812.71,10570.47,1560473.92,4703.44,23.59,71.55,1398.02,1577240.99,17849571.72,source
1988-01-01,22869333.16,11592.62,1943514.58,5068.65,18.8,67.79,1564.45,1961826.89,20907506.27,source
1988-02-01,23917274.86,15363.53,1280903.24,3710.82,15.57,64.58,1351.32,1301409.06,22615865.8,source
1988-03-01,19348495.1,16588.47,1308935.41,2747.37,19.46,65.45,1024.48,1329380.64,18019114.46,source
1988-04-01,23311897.16,13417.64,1039626.29,4872.75,22.84,60.9,1048.84,1059049.26,22252847.9,source
1988-05-01,27913134.66,12828.16,1230257.73,5139.19,27.77,48.25,1024.01,1249325.11,26663809.55,source
1988-06-01,35959030.81,13187.61,1153381.85,5297.9,36.43,47.78,889.58,1172841.15,34786189.66,source
1988-07-01,35977157.63,13212.29,979547.55,7202.77,24.33,48.01,823.6,1000858.55,34976299.08,source
1988-08-01,50863267.84,12747.78,893087.34,5669.71,33.98,50.7,1318.16,912907.67,49950360.17,source
1988-09-01,72663902.6,10106.44,869270.75,7611.6,33.91,44.11,1107.94,888174.75,71775727.85,source
1988-10-01,54899472.61,11722.92,893193.71,7965.97,37.48,39.38,1292.48,914251.94,53985220.67,source
1988-11-01,64813824.69,9676.55,995955.96,11302.05,39.08,37.6,1244.61,1018255.85,63795568.84,source
1988-12-01,67260506.4,8680.28,1033720.59,11637.29,31.1,34.38,1138.63,1055242.27,66205264.13,source
1989-01-01,50889117.23,7899.33,1177857.27,16742.38,33.84,44.93,990.75,1203568.5,49685548.73,source
1989-02-01,48270403.87,7855.39,1236427.34,17871.36,25.87,37.29,829.0,1263046.25,47007357.62,source
1989-03-01,49394557.3,7595.35,1406912.79,18883.6,45.96,43.01,1367.63,1434848.34,47959708.96,source
1989-04-01,60604546.8,5912.42,987701.48,18099.2,54.51,39.06,1239.26,1013045.93,59591500.87,source
1989-05-01,56248697.98,7788.38,1111058.43,14160.52,57.35,38.13,1128.09,1134230.9,55114467.08,source
1989-06-01,61227470.64,7194.13,1224636.45,14887.25,56.17,42.1,1304.71,1248120.81,59979349.83,source
1989-07-01,58521577.83,7040.26,1087312.35,14216.93,40.74,46.93,1572.85,1110230.06,57411347.77,source
1989-08-01,67850969.12,9320.35,1529630.42,11146.97,42.65,47.73,1147.49,1551335.61,66299633.51,source
1989-09-01,85394882.8,9012.64,1460266.73,9661.83,54.82,48.99,1083.41,1480128.42,83914754.38,source
1989-10-01,109563841.28,10159.25,1384340.64,8113.43,78.51,31.04,1204.89,1403927.76,108159913.52,source
1989-11-01,113772105.76,9220.54,1253660.37,12198.87,65.94,28.02,1353.05,1276526.79,112495578.97,source
1989-12-01,118611360.49,9424.85,1425028.44,11463.4,76.31,27.24,1299.72,1447319.96,117164040.53,source
1990-01-01,133235724.69,7001.29,1444290.8,5425.66,64.33,21.07,1117.49,1457920.64,131777804.05,source
1990-02-01,121669695.8,5901.46,1446352.98,5201.68,106.0,20.82,867.0,1458449.94,120211245.86,source
1990-03-01,126983524.82,6449.2,1528054.15,6297.73,120.78,16.71,850.01,1541788.58,125441736.24,source
1990-04-01,150196496.75,7607.85,1869129.37,4882.7,87.94,14.97,887.71,1882610.54,148313886.21,source
1990-05-01,151715162.47,7708.03,1544893.8,7278.72,96.81,13.49,1113.95,1561104.8,150154057.67,source
1990-06-01,130699037.57,11926.0,1948649.65,7958.56,90.48,11.44,1034.23,1969670.36,128729367.21,source
1990-07-01,168344171.82,8801.49,2173211.7,6792.42,117.14,12.88,1323.39,2190259.02,166153912.8,source
1990-08-01,166715721.72,7976.22,1483727.34,8240.22,147.73,17.7,1132.46,1501241.67,165214480.05,source
1990-09-01,165666122.26,8083.57,1165713.27,6514.17,132.44,17.93,1262.5,1181723.88,164484398.38,source
1990-10-01,211054525.57,6978.39,1208184.9,9266.2,188.0,20.38,1594.95,1226232.82,209828292.75,source
1990-11-01,171625443.17,8556.42,1483341.44,8517.22,175.82,26.87,1400.55,1502018.32,170123424.85,source
1990-12-01,158363636.76,8006.15,2143340.11,6487.79,226.95,21.56,2058.08,2160140.64,156203496.12,source
1991-01-01,172379769.64,6183.55,1471576.69,9563.34,197.6,16.24,1942.52,1489479.94,170890289.7,source
1991-02-01,166449562.43,5012.01,1611894.92,10450.64,233.36,17.32,1653.72,1629261.97,164820300.46,source
1991-03-01,149677983.53,5431.67,1760474.65,10895.36,230.08,14.67,1567.24,1778613.67,147899369.86,source
1991-04-01,170367151.67,5369.19,1753035.45,12349.49,357.2,11.1,1194.41,1772316.84,168594834.83,source
1991-05-01,150221585.48,5958.13,1796643.77,11562.77,454.31,8.91,1343.13,1815971.02,148405614.46,source
1991-06-01,145588516.83,6498.89,1766568.96,19398.04,544.53,9.19,1421.02,1794440.63,143794076.2,source
1991-07-01,151179615.09,6543.35,1939967.71,27800.79,617.88,8.78,1442.94,1976381.45,149203233.64,source
1991-08-01,239150044.97,5930.29,2157693.49,20269.19,675.56,9.52,1493.89,2186071.94,236963973.03,source
1991-09-01,263138771.01,4580.22,2065352.4,25245.75,924.67,6.68,1992.43,2098102.15,261040668.86,source
1991-10-01,285901758.37,5456.84,2063972.54,21720.31,772.55,8.76,1785.77,2093716.77,283808041.6,source
1991-11-01,263983754.22,4955.09,2494950.96,18939.5,498.0,10.17,1498.27,2520851.99,261462902.23,source
1991-12-01,343977078.06,5458.9,2904973.04,25599.16,636.42,10.86,1331.86,2938010.24,341039067.82,source
1992-01-01,313122131.29,5365.07,3200624.18,24328.61,485.07,11.03,1204.6,3232018.56,309890112.73,source
1992-02-01,285030114.34,3313.96,3349745.73,18559.66,286.39,11.06,1059.17,3372975.97,281657138.37,source
1992-03-01,258588104.97,3271.11,3039769.85,15006.04,390.94,12.83,756.12,3059206.89,255528898.08,source
1992-04-01,261939056.49,2172.14,2663712.3,11315.07,316.66,16.82,712.55,2678245.54,259260810.95,source
1992-05-01,340944615.47,2588.1,2414464.65,12563.11,286.2,20.9,642.99,2430565.95,338514049.52,source
1992-06-01,393851906.45,2868.85,2933699.47,18088.83,492.58,15.22,971.02,2956135.97,390895770.48,source
1992-07-01,355723541.19,2937.79,3242850.14,18863.3,387.93,18.05,1270.28,3266327.49,352457213.7,source
1992-08-01,365059420.42,2778.45,3632559.38,13826.05,499.25,24.11,1194.27,3650881.51,361408538.91,source
1992-09-01,405905230.16,3288.09,2832141.92,13356.21,519.35,29.89,1320.77,2850656.23,403054573.93,source
1992-10-01,550545962.55,3276.5,3453490.68,15182.17,927.41,28.13,2087.29,3474992.18,547070970.37,source
1992-11-01,606989830.38,3715.98,2729436.97,11194.56,923.0,18.62,1702.92,2746992.05,604242838.33,source
1992-12-01,530123659.07,2282.87,2025309.42,14197.02,958.76,23.96,1228.32,2044000.35,528079658.72,source
1993-01-01,564297393.08,2312.07,2307916.24,13957.86,1047.29,21.76,1265.12,2326520.34,561970872.74,source
1993-02-01,557276774.49,2063.04,2896536.09,15085.69,1351.2,28.85,1061.36,2916126.23,554360648.26,source
1993-03-01,561531727.91,1794.69,3023160.12,10219.37,1145.23,26.18,845.8,3037191.39,558494536.52,source
1993-04-01,418720834.31,1782.48,2624691.85,10452.28,1010.61,20.62,708.8,2638666.64,416082167.67,source
1993-05-01,512331144.45,1974.41,2160251.22,8399.29,945.13,20.78,802.08,2172392.91,510158751.54,source
1993-06-01,596915899.55,1610.64,2249797.25,7383.64,518.75,22.15,1052.84,2260385.27,594655514.28,source
1993-07-01,867360933.12,1846.69,2031228.04,7174.45,577.5,17.16,945.57,2041789.41,865319143.71,source
1993-08-01,1214451539.55,1628.98,1446171.63,11699.3,881.15,13.22,1017.96,1461412.24,1212990127.31,source
1993-09-01,1193218226.47,1306.23,1394589.6,9609.29,988.69,12.35,945.94,1407452.1,1191810774.37,source
1993-10-01,1396139222.33,1395.09,1962253.49,8894.35,808.56,9.97,1064.11,1974425.57,1394164796.76,source
1993-11-01,1448341503.27,1323.27,1701113.4,9947.1,995.12,9.14,1242.91,1714630.94,1446626872.33,source
1993-12-01,1760001975.17,2567.34,1680674.69,6533.79,860.99,11.58,1220.23,1691868.62,1758310106.55,source
1994-01-01,2202213329.55,2587.4,1270040.67,8238.62,600.05,8.43,1107.39,1282582.56,2200930746.99,source
1994-02-01,2328487214.13,2446.33,1555158.24,7563.0,467.39,8.97,924.54,1566568.47,2326920645.66,source
1994-03-01,2561695450.63,2077.96,1113701.59,9209.15,376.42,8.24,687.59,1126060.95,2560569389.68,source
1994-04-01,2433969908.24,2522.03,797420.66,12233.68,343.57,8.42,761.05,813289.41,2433156618.83,source
1994-05-01,2313686675.83,2332.8,758323.83,12692.28,371.71,11.1,883.66,774615.38,2312912060.45,source
1994-06-01,2243139309.55,2215.3,903505.12,16246.78,268.61,12.26,933.18,923181.25,2242216128.3,source
1994-07-01,2284133607.17,2272.18,1161621.34,20088.64,437.29,11.17,900.35,1185330.97,2282948276.2,source
1994-08-01,2650855976.72,3191.9,866064.96,13690.91,378.08,11.96,683.74,884021.55,2649971955.17,source
1994-09-01,2978601716.87,2357.74,1101548.89,14417.75,511.66,10.26,726.89,1119573.19,2977482143.68,source
1994-10-01,2707812683.73,1640.18,1204890.82,16257.23,597.78,8.83,1098.57,1224493.41,2706588190.32,source
1994-11-01,3498414560.48,1566.65,1323295.28,15951.02,713.43,8.46,1273.11,1342807.95,3497071752.53,source
1994-12-01,3626186086.53,1810.62,1380015.55,23772.32,515.49,5.64,1293.35,1407412.97,3624778673.56,source
1995-01-01,3177888403.22,1816.66,1765989.82,30605.64,391.71,5.17,1232.99,1800041.99,3176088361.23,source
1995-02-01,2728921812.06,2031.09,2907850.21,43888.36,268.44,4.38,1145.3,2955187.78,2725966624.28,source
1995-03-01,3283988679.89,2355.27,2807646.31,54717.96,208.08,4.79,1346.9,2866279.31,3281122400.58,source
1995-04-01,3399485726.19,2410.69,2472128.71,109877.17,211.34,5.76,1665.13,2586298.8,3396899427.39,source
1995-05-01,2717226254.34,2058.59,2386445.28,90067.19,278.44,4.94,1975.55,2480829.99,2714745424.35,source
1995-06-01,2573822873.75,1967.95,3020296.15,101782.4,181.33,6.67,2336.05,3126570.55,2570696303.2,source
1995-07-01,2895455459.15,1830.28,3611714.77,125553.1,227.7,7.31,2203.59,3741536.75,2891713922.4,source
1995-08-01,3448499276.2,2249.47,4058311.52,79962.2,176.07,5.36,1849.15,4142553.77,3444356722.43,source
1995-09-01,3298886040.62,2082.89,5358991.76,82352.6,212.42,4.44,1683.35,5445327.46,3293440713.16,source
1995-10-01,2754497500.03,1980.55,4273813.34,68730.21,146.66,4.95,2120.26,4346795.97,2750150704.06,source
1995-11-01,4187889907.65,2360.05,4159829.24,82302.13,215.8,3.94,2404.19,4247115.35,4183642792.3,source
1995-12-01,3153681487.67,1816.52,3195485.6,93416.75,249.66,3.7,3230.85,3294203.08,3150387284.59,source
1996-01-01,3415290254.2,1368.61,2816708.04,68118.99,226.44,3.11,2687.01,2889112.2,3412401142.0,source
1996-02-01,4414762802.62,1026.58,1949624.93,59712.52,317.86,2.78,2828.39,2013513.06,4412749289.56,source
1996-03-01,4891679643.01,1258.36,2368505.91,51379.11,512.95,2.35,3338.81,2424997.49,4889254645.52,source
1996-04-01,5137001844.04,1370.41,3127782.56,68079.1,368.11,2.76,3173.41,3200776.35,5133801067.69,source
1996-05-01,5424612901.67,1173.02,3541436.07,77004.52,411.98,4.08,4238.65,3624268.32,5420988633.35,source
1996-06-01,6334012402.69,1072.2,2490335.42,92481.3,526.73,4.28,3400.51,2587820.44,6331424582.25,source
1996-07-01,5082709326.1,1341.88,1724908.69,119417.65,830.06,4.19,3978.29,1850480.76,5080858845.34,source
1996-08-01,5019420381.14,1488.1,2010117.8,105155.04,1280.83,3.58,3802.01,2121847.36,5017298533.78,source
1996-09-01,6548197841.02,1442.22,2134693.01,105418.33,2387.49,2.44,4979.55,2248923.04,6545948917.98,source
1996-10-01,7579218937.95,1645.1,1478597.97,110261.9,3031.13,2.02,6376.03,1599914.15,7577619023.8,source
1996-11-01,6096874280.39,1180.94,1595552.33,122174.4,3701.79,2.72,6776.0,1729388.18,6095144892.21,source
1996-12-01,6539641673.72,1225.33,1951574.82,115578.1,3227.64,2.36,6856.23,2078464.48,6537563209.24,source
1997-01-01,6441501733.16,1118.15,2165917.49,182932.62,3590.24,1.79,8059.93,2361620.22,6439140112.94,source
1997-02-01,7390009560.62,1527.48,2368325.74,321221.88,2797.25,1.49,8058.32,2701932.16,7387307628.46,source
1997-03-01,5869254154.49,1861.44,1957021.82,363099.81,3288.76,1.25,6686.41,2331959.49,5866922195.0,source
1997-04-01,7923206329.76,1641.33,1729837.8,371022.26,2429.97,1.23,8459.55,2113392.14,7921092937.62,source
